,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
0,INM-CM5-0,1pctCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,90885.0,days since 1850-01-01,standard
1,INM-CM5-0,abrupt-4xCO2,r1i1p1f1,piControl,r1i1p1f1,0.0,90885.0,days since 1850-01-01,standard
2,INM-CM5-0,historical,r10i1p1f1,piControl,r10i1p1f1,0.0,381060.0,days since 1850-01-01,standard
3,INM-CM5-0,historical,r1i1p1f1,piControl,r1i1p1f1,0.0,90885.0,days since 1850-01-01,standard
4,INM-CM5-0,historical,r2i1p1f1,piControl,r2i1p1f1,0.0,94900.0,days since 1850-01-01,standard
5,INM-CM5-0,historical,r3i1p1f1,piControl,r3i1p1f1,0.0,98915.0,days since 1850-01-01,standard
6,INM-CM5-0,historical,r4i1p1f1,piControl,r4i1p1f1,0.0,247105.0,days since 1850-01-01,standard
7,INM-CM5-0,historical,r5i1p1f1,piControl,r5i1p1f1,0.0,391280.0,days since 1850-01-01,standard
8,INM-CM5-0,historical,r6i1p1f1,piControl,r6i1p1f1,0.0,353320.0,days since 1850-01-01,standard
9,INM-CM5-0,historical,r7i1p1f1,piControl,r7i1p1f1,0.0,418290.0,days since 1850-01-01,standard
10,INM-CM5-0,historical,r8i1p1f1,piControl,r8i1p1f1,0.0,427050.0,days since 1850-01-01,standard
11,INM-CM5-0,historical,r9i1p1f1,piControl,r9i1p1f1,0.0,405880.0,days since 1850-01-01,standard
12,INM-CM5-0,piControl,r1i1p1f1,piControl-spinup,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
13,INM-CM5-0,ssp126,r1i1p1f1,historical,r1i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
14,INM-CM5-0,ssp245,r1i1p1f1,historical,r1i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
15,INM-CM5-0,ssp370,r1i1p1f1,historical,r1i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
16,INM-CM5-0,ssp370,r2i1p1f1,historical,r2i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
17,INM-CM5-0,ssp370,r3i1p1f1,historical,r3i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
18,INM-CM5-0,ssp370,r4i1p1f1,historical,r4i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
19,INM-CM5-0,ssp370,r5i1p1f1,historical,r5i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
20,INM-CM5-0,ssp585,r1i1p1f1,historical,r1i1p1f1,60225.0,60225.0,days since 1850-01-01,standard
